关注人数,区域,单价,小区,已发布日,建成年份,建筑结构,总价,户型_厅,户型_室,朝向,标题,楼层,满二,满五,装修,近地铁,面积
195,新街口,87811,文慧园 ,360,2001,塔楼,505,1,1,南,文慧园 南向一居室 中间层 采光好 视野好,中楼层(共20层),False,True,精装,False,57.51
21,五棵松,111531,永定翠庭 ,60,板塔,N/A,710,1,1,西,2019年交房，开发商精装修，西向一居,高楼层(共18层) ,False,False,精装,True,63.66
33,牡丹园,89151,龙翔路小区 ,90,1997,板楼,378,1,1,东 西,板楼中间层，精装修，东西通透一居室,中楼层(共6层),True,False,精装,True,42.4
34,公主坟,95743,翠微路25号院 ,360,1994,板楼,832,1,3,南 北,南北通透三居室 双卫 环境好 有车位,底层(共6层),False,True,精装,True,86.9
9,六里桥,62678,莲花小区 ,360,1999,板塔结合,838,2,3,南 北,海淀产权，南北三居室，无户口，诚心出售,中楼层(共28层),False,True,简装,False,133.7
3,知春路,78075,汉荣家园 ,6,2000,塔楼,678,1,2,西,2000年小区，单位分房，西向两居室   诚意出售,低楼层(共25层),False,True,简装,True,86.84
3,五棵松,70856,今日家园 ,5,2001,塔楼,910,1,3,西南,满五唯一 带车位 西南无遮挡 诚心出售 3阳台,低楼层(共24层),False,True,精装,False,128.43
144,西三旗,67072,金隅翡丽铂爵郡 ,360,2014,板楼,938,2,3,东 南 北,金隅翡丽电梯洋房 海淀产权 小区人车分流,低楼层(共6层),True,False,毛坯,False,139.85
137,甘家口,93214,国兴家园 ,360,2000,塔楼,1390,1,3,东南,东南向三居室，户型方正，随时可看,低楼层(共24层),False,True,简装,False,149.12
167,公主坟,87523,静源居 ,360,2002,塔楼,1325,2,3,南,翠微2003年的商品房社区，正南向的三居室带三个阳台！,中楼层(共23层),False,True,简装,True,151.39
294,圆明园,74580,挂甲屯 ,360,1980,板楼,399,1,2,南 北,西苑挂甲屯 满五唯一 南北通透 随时可看,顶层(共6层),False,True,简装,True,53.5
24,五棵松,65457,百朗园 ,360,2000,板塔结合,1695,3,4,南 北,五棵松商圈 商品房社区 小区人车分流 复式动静分离,高楼层(共17层),True,False,精装,True,258.95
16,颐和园,70000,骚子营 ,360,1991,板楼,525,1,3,东 南 北,中关村骚子营南北通透三居 看房随时 随时签约,顶层(共6层),False,True,精装,True,75
10,五棵松,72682,西四环中路41号院 ,360,1998,板楼,580,1,3,南 北,西四环中路41号院 南北向 三居室 可对外,高楼层(共7层),True,False,毛坯,False,79.8
19,海淀北部新区,69322,冠城大通百旺府 ,360,2015,板楼,860,2,2,南 北,双卧朝南 带露台 带储物间 观景房 钥匙房 满五年唯一,顶层(共7层),False,True,精装,False,124.06
82,海淀北部新区,53927,保利西山林语别墅 ,360,2008,N/A,2499,3,4,东 南 西 北,观西山英伦独栋  历时两年百万精装  南北花园200平米,3层,True,False,精装,False,463.41
22,定慧寺,92783,西钓鱼台嘉园 ,270,2006,板塔结合,3300,3,6,南 北,西钓鱼台嘉园，南北通透，一梯一户，6居室,低楼层(共22层),True,False,毛坯,True,355.67
12,上地,109960,上地佳园 ,90,2003,板楼,1750,3,6,南 北,上地佳园，不临街，不把边 ，5居室出售,顶层(共10层),False,True,精装,True,159.15
1,四季青,80194,望河园 ,360,2002,塔楼,530,1,1,东南,曙光花园 望河园 临公园  近地铁东南一居室,低楼层(共17层),False,True,简装,False,66.09
13,双榆树,106123,知春路82号院 ,360,1997,塔楼,728,1,2,东,航天五院家属楼 环境好 满五年 诚意出售,底层(共18层),False,True,精装,False,68.6
47,安宁庄,72279,上林溪 ,360,2011,塔楼,1020,2,3,南 北,双卫大三居，视野开阔，采光佳，装修精美，拎包入住,顶层(共19层),False,True,精装,True,141.12
11,双榆树,104205,青云北区 ,360,1990,板楼,570,1,2,南 北,青云北区 2室1厅 570万,底层(共6层),True,False,精装,False,54.7
15,中关村,119090,中关村 ,360,1991,板楼,675,2,2,东 西 北,低楼层，正规两居室，业主诚意出售,底层(共6层),True,False,其他,False,56.68
10,知春路,98130,知春路52号院 ,7,1990,塔楼,577,1,2,南,知春路52号院 两卧室南向  带电梯 户型方正,中楼层(共14层),False,True,简装,False,58.8
6,马连洼,69393,兰园 ,6,1998,板楼,560,1,2,南 北,马连洼兰园精致大两居，南北通透，动静分区，商品房,高楼层(共6层),False,True,精装,True,80.7
10,中关村,126830,东南小区 ,5,1989,塔楼,780,1,2,西北,满五唯一，未有适龄儿童，产权清晰，诚意出售,中楼层(共16层),False,True,简装,False,61.5
158,牡丹园,82692,中鑫嘉园 ,360,2004,塔楼,838,1,2,西,2004年钢混结构 有车位 满五唯一 看房有钥匙 无遮挡,高楼层(共26层),False,True,精装,True,101.34
250,玉泉路,68016,玉海园三里 ,360,1999,板楼,410,1,1,南 北,玉海园三里 南北通透 中间层 采光好,高楼层(共6层),False,True,简装,False,60.28
119,五道口,115581,中关村北一条 ,360,1981,板楼,727,1,2,南 北,中关村北一条 南北通透两居室 楼层好 全明户型,中楼层(共6层),False,True,精装,False,62.9
83,紫竹桥,86827,北无宿舍 ,360,1980,板楼,580,1,3,南 北,满五年一套南北3居户型 现改成2居带正规客厅,顶层(共6层),False,True,精装,False,66.8
185,马甸,89821,月季园 ,360,1997,塔楼,390,1,1,东,房本已经满二年，精装修，户型方正，看房方便,高楼层(共21层),True,False,精装,True,43.42
45,甘家口,84820,增光佳苑 ,360,2005,板塔结合,1270,1,2,东,增光佳苑 05年的商品房 人车分流,高楼层(共20层),False,True,精装,False,149.73
80,清河,70383,莱圳家园 ,360,2012,板楼,615,2,2,南 北,莱圳家园三期 南北通透两居室 满两年商品房,低楼层(共13层),False,True,简装,True,87.38
63,田村,69907,田村39号院 ,360,2000,板楼,676,1,3,南 北,地质勘查局 南北通透 高楼层紧凑三居室,中楼层(共6层),True,False,精装,False,96.7
53,五棵松,69865,永金里小区 ,360,2006,板塔结合,833,1,2,南,2006年商品房 满五年唯一电梯直达,中楼层(共11层),False,True,简装,False,119.23
57,西二旗,80960,领秀新硅谷2号院 ,360,2008,板楼,915,1,2,南 北,有电梯带露台大两居南北通透中间位置不临街,顶层(共5层),False,True,简装,False,113.02
17,魏公村,105956,韦伯豪家园 ,360,2001,板塔结合,1249,2,2,东南,东南两居室业主诚心出售看房方便随时签约,低楼层(共17层),False,True,简装,False,117.88
278,四季青,78755,美丽西园 ,270,1998,板楼,645,2,3,南 北,四季青 美丽西园 方正三居室 高楼层视野宽阔 利用率高,顶层(共6层),True,False,精装,False,81.9
37,皂君庙,51690,北京科技会展中心 ,270,1999,板塔结合,1300,2,3,南 北,中关村科技会展中心南北复式业主诚心出售,中楼层(共24层),False,True,简装,False,251.5
152,军博,121066,北蜂窝路5号院 ,270,2009,板塔结合,1150,1,3,南 北,2008年板楼南北三居 前后花园 地铁有钥匙,中楼层(共17层),True,False,精装,False,94.99
55,清河,89253,世华龙樾四期 ,270,,N/A,1690,3,4,南 北,新中式 电梯多层住宅 人车分流,顶层(共6层) ,False,False,简装,True,189.35
129,皂君庙,90063,皂君庙7号院 ,270,1994,板楼,706,1,3,东 南 西,皂君庙 大钟寺  带客厅三居室,低楼层(共6层),True,False,精装,True,78.39
72,万柳,106512,光大花园 ,270,2000,塔楼,1199,1,3,东北,经典小三居 无抵押 无户口 诚心出售,低楼层(共17层),False,True,精装,False,112.57
185,清河,43975,君安家园西区 ,240,2005,塔楼,636,2,3,西南,海淀清河三居室，改善好房，户型方正，诚心出售,中楼层(共19层),False,True,简装,False,144.63
278,清河,52936,清缘里中区 ,240,1999,板楼,559,2,2,南 北,南北通透  满两年商品房  贷款243万没个税 诚意出售,中楼层(共9层),True,False,简装,False,105.6
142,白石桥,90543,学院南路66号院 ,240,1987,板塔结合,718,1,3,南,板塔结合钢混三居 视野好 有电梯,中楼层(共14层),False,True,简装,True,79.3
119,上地,63655,上第MOMA ,210,2007,板塔结合,920,2,3,南 北,上第摩码 恒温恒湿 有地下车位 随时可看 靠谱签约,中楼层(共9层),False,True,简装,True,144.53
70,西三旗,84483,育新花园 ,210,1998,板楼,790,1,3,南 北,育新花园二期板楼南北向三居室，精装修，满五年唯一,底层(共6层),False,True,精装,True,93.51
91,四季青,70346,金庄 ,210,1994,板楼,529,1,2,南 北,金庄小区 中楼层 南北通透两居室,中楼层(共5层),False,True,简装,False,75.2
55,五棵松,88078,永定路17号院 ,210,1994,板楼,362,1,1,南,五棵松 永定路17号院，南向一居室，业主诚心出售,顶层(共6层),True,False,简装,False,41.1
22,世纪城,86252,晨月园 ,180,2007,塔楼,1010,1,3,东北,三居室 无抵押 产权清晰 诚心出售,中楼层(共17层),False,True,精装,True,117.1
117,清河,71212,莱圳家园 ,150,2006,板楼,820,2,3,南 北,莱圳家园 满五年唯一商品房 采光视野没遮挡 明卫,顶层(共15层),False,True,简装,True,115.15
37,五棵松,111334,紫金长安 ,150,2008,板楼,1170,1,2,东,全东向两居 高楼层 视野开阔无遮挡 满五 精装修,顶层(共16层),False,True,简装,False,105.09
50,西北旺,99126,西山壹号院 ,150,2011,板楼,2550,2,4,南 北,壹号院带露台的精装四居带双车位,低楼层(共6层),False,True,精装,False,257.25
29,清河,71124,观景园 ,120,2008,板楼,1150,1,3,南 北,精装自住 有电梯 采光足 视野无遮挡,中楼层(共6层),False,True,精装,False,161.69
109,安宁庄,73922,上林溪 ,120,2014,板楼,970,2,3,东 南 北,经典南北大三居，采光无遮挡，拎包入住,低楼层(共11层),True,False,精装,True,131.22
52,紫竹桥,84605,北无宿舍 ,120,1994,板楼,516,1,2,南 北,南长河公园 南北通透 老少皆宜 精致两居,底层(共6层),False,True,其他,False,60.99
59,白石桥,97453,紫御府 ,120,2009,板楼,2666,2,4,北 东 西,西北二环 中式大宅 精装入住 精致园艺品味生活,低楼层(共12层),True,False,精装,False,273.57
60,清河,76721,永泰园 ,90,1995,板楼,379,2,2,南 北,清河南北通透两居室，无遮挡，采光特好，业主诚心出售,顶层(共6层),True,False,其他,False,49.4
22,皂君庙,75762,鑫雅苑 ,90,2000,塔楼,813,2,2,东北,管理好 全明电梯高层 没个税没增值税 户型好用没浪费,高楼层(共20层),False,True,简装,False,107.31
61,西直门,82305,依都阁 ,90,2002,塔楼,640,1,3,南,智慧大厦附近依都阁小区 精装修低楼层,底层(共20层),False,True,精装,False,77.76
42,安宁庄,60099,水利局一处宿舍 ,90,1988,板楼,488,1,3,南 北 东,全明的三居室，公摊少，简单装修,顶层(共5层),False,True,简装,False,81.2
49,牡丹园,98024,塔院小区 ,60,1993,板楼,739,1,3,南 北,牡丹园 塔院 南北向 一层独立小院,底层(共6层),False,True,简装,True,75.39
12,马连洼,72514,七彩华园 ,60,2005,板楼,969,1,3,南 北,不临街南北通透三居室，带电梯，可看房,顶层(共7层),False,True,精装,True,133.63
30,西三旗,70346,育新花园 ,60,1999,塔楼,589,1,2,东南,育新二期，中间位置，中间楼层，东南大两居,低楼层(共20层),False,True,简装,True,83.73
41,世纪城,98745,远大园五区 ,60,2001,板楼,1400,2,2,南 北,板楼在售两居室，次顶层，户型好位置佳,高楼层(共12层),False,True,简装,True,141.78
66,甘家口,106904,国兴家园 ,60,2000,塔楼,1598,2,3,西南,满五唯一带车位，高楼层，采光无遮挡，可以观景西山,高楼层(共24层),False,True,精装,True,149.48
37,海淀北部新区,70258,冠城大通百旺府 ,60,2016,板楼,930,1,3,南 北,冠城大通百旺府四区  南北通透三居室 电梯通地下车库,中楼层(共11层),True,False,简装,False,132.37
38,公主坟,115921,柳林馆 ,60,1984,板楼,699,1,3,东南 北,柳林馆科技部的物业管理 不临街3居室 产权清晰,高楼层(共6层),False,True,精装,True,60.3
71,世纪城,128012,晴波园 ,60,2004,板楼,2120,2,3,南 北,太液晴波 双卧南眼镜户型 园区中心 中间层 好房无个税,中楼层(共13层),False,True,精装,False,165.61
101,学院路,71963,双清路14号院 ,60,1998,板楼,539,2,2,东南,电梯房，双清路14号院东南向2居室，业主诚意出售！,高楼层(共15层),False,True,简装,False,74.9
11,西直门,77488,智慧大厦 ,60,2005,塔楼,760,1,3,东北,满五唯一 精装 25平大客厅 落地飘窗,高楼层(共22层),False,True,精装,False,98.08
70,田村,81870,乐府江南 ,60,2005,板楼,1170,1,3,东南,满五唯一 电梯  三卧客厅朝南   不临街无遮挡,顶层(共5层),False,True,简装,False,142.91
26,紫竹桥,70397,豪柏国际公寓 ,60,2002,塔楼,799,1,2,东南,豪柏国际公寓 地楼层 东南两居 人车分流 诚意卖,低楼层(共20层),False,True,简装,False,113.5
44,小西天,95012,文慧园北路甲6号院 ,60,1998,板楼,1099,2,3,东南 南,北二环银行央产大院 管理严格人文素质高 都是大户型,中楼层(共6层),False,True,精装,False,115.67
24,田村,90890,雅世合金公寓 ,60,2011,板楼,845,1,2,南,2011年日式小区 客厅朝南 不临街无遮挡 人车分流,低楼层(共8层),False,True,精装,False,92.97
11,万柳,138874,碧水云天 ,60,2003,板楼,2500,1,4,南 北,碧水一期四居 户型方正 南北通透 动静分离 采光充足,中楼层(共12层),False,True,简装,False,180.02
63,西北旺,84522,百旺茉莉园 ,30,2005,板楼,1168,2,3,南 北,花园洋房，满五唯一，南北双花园，普通住宅面积,底层(共5层),False,True,精装,True,138.19
26,白石桥,88633,富海中心 ,30,2004,塔楼,1299,2,3,西南,西直门 交大西门 2004年 商品房社区,低楼层(共21层),False,True,精装,False,146.56
26,皂君庙,88708,双榆树南里二区 ,30,1988,板楼,630,1,3,南 北,北三环 南北通透 全明格局三居室,顶层(共6层),False,True,精装,False,71.02
36,西北旺,76823,润千秋佳苑 ,30,2005,板楼,999,2,3,南 北,润千秋佳苑 电梯房三居 地铁16号线 视野开阔,高楼层(共9层),False,True,精装,False,130.04
26,牡丹园,103338,牡丹园东里 ,30,1993,板楼,805,1,3,南 北,满五年南北通透，板楼三居室，诚意出售，看房方便！,底层(共6层),False,True,简装,True,77.9
16,五棵松,74516,今日家园 ,30,2000,塔楼,876,2,3,东南,满五年经适房  东南朝向  格局好  看房随时,中楼层(共24层),False,True,简装,False,117.56
18,西北旺,86714,中海枫涟山庄 ,30,2004,板楼,1056,2,3,南 北,优质三居，位置好不临街，视野可观山，看房方便。,高楼层(共9层),False,True,精装,True,121.78
21,苏州桥,83334,紫金庄园 ,30,1998,塔楼,870,1,3,西,紫金庄园三环边，人民大学南侧，电梯房，采光无遮挡,高楼层(共22层),False,True,简装,False,104.4
6,苏州桥,74762,西屋国际 ,360,2004,板塔结合,1450,2,3,东 西,西屋国际 3室2厅 1450万,高楼层(共22层),False,False,其他,False,193.95
122,世纪城,93754,晨月园 ,360,2007,塔楼,770,1,2,西南,晨月园户型方正两居室 高楼层 采光好,顶层(共17层),False,True,精装,True,82.13
243,知春路,100824,太阳园 ,360,2001,塔楼,808,1,2,东南,东南两居 人车分流 小区环境优雅 交通生活便利,高楼层(共27层),False,True,精装,False,80.14
104,甘家口,86754,阜北小区 ,360,1966,板楼,482,1,2,南 北,全明格局   南北朝向   交通便捷   生活便利,底层(共5层),True,False,简装,False,55.56
225,紫竹桥,84547,北京气象局宿舍 ,360,1995,板楼,540,1,2,南 北,气象局单位满五年不唯一，单位分房，南北通透,高楼层(共6层),False,True,简装,True,63.87
288,西北旺,69238,夏霖园 ,360,2003,板楼,605,1,2,南,夏霖园大两居，带电梯，次顶层，视野好，税费成本低,高楼层(共9层),False,True,简装,True,87.38
116,西直门,73393,交大东路15号院 ,360,1992,塔楼,750,1,2,东北,交大东门电梯大两居 次顶层视野好业主诚售,高楼层(共16层),False,True,精装,False,102.19
137,西三旗,84303,育新花园 ,360,1995,板楼,435,1,1,南,满五年唯一，一层，出行方便，南向，不临街，位置安静,底层(共6层),False,True,简装,True,51.6
230,定慧寺,85514,恩济里小区 ,360,1995,板楼,487,1,2,南 北,南北通透两居室 2层 楼层合适 精装,低楼层(共6层),False,True,精装,False,56.95
271,学院路,77988,清枫华景园 ,360,2005,塔楼,496,1,1,南 北,清华大学旁 南北大一居 已改两居室 急售,高楼层(共15层),True,False,简装,False,63.6
142,双榆树,89566,中关村东路 ,360,1985,板楼,515,1,2,南 北,诚心出售 板楼5层 价格可商量 期待有缘人,高楼层(共6层),True,False,简装,False,57.5
236,马甸,85511,中航宿舍 ,360,1989,板楼,360,1,1,南,朝南的大一居，户型方正。布局好。,中楼层(共6层),False,True,简装,True,42.1
185,紫竹桥,86525,车道沟南里 ,360,1985,塔楼,610,1,2,南,车道沟南里 全南两居室 采光无遮挡 固定租赁车位,低楼层(共17层),False,True,精装,False,70.5
215,小西天,82348,今典花园 ,270,2002,塔楼,550,1,2,北,小西天 紧凑2居 大客厅 商品房管理 小区,低楼层(共25层),False,True,简装,False,66.79
107,杨庄,64011,建西苑北里 ,360,2004,板楼,535,1,2,东 西,满五商品房 中间层 通透两居 落地窗 不临街  诚心卖,高楼层(共6层),False,True,精装,False,83.58
115,马甸,91747,月季园 ,360,1994,板楼,478,1,2,南 北,马甸月季园 一层带10平米阳台另加9平米院子,底层(共7层),False,True,简装,False,52.1
229,北太平庄,83033,北影小区 ,360,1993,板楼,460,1,2,南 北,北影小区正规南北向两居室采光好不临街,高楼层(共6层),False,True,简装,True,55.4
209,甘家口,99074,阜成路甲3号 ,360,1996,板塔结合,738,1,2,南 北,正规两居室，单独管理，楼龄新，楼下有花园,高楼层(共9层),False,False,简装,True,74.49
153,清河,65581,阳光南里 ,360,1998,板楼,455,1,3,东,阳光南里  低楼层正规3居 双阳台无遮挡 不临街随时看,低楼层(共6层),False,False,毛坯,False,69.38
7,上地,80269,上地西里 ,8,1999,板塔结合,1170,2,3,东南,商品房 公司产权 满五年 诚意出售 看房方便,底层(共7层),False,True,精装,False,145.76
8,学院路,57808,海丰园 ,7,2001,板楼,750,1,3,东 西,六道口 大两居 交通便利 生活配套齐全,低楼层(共10层),False,True,精装,True,129.74
72,五棵松,80591,泽丰苑二期 ,270,2005,板楼,835,1,2,南 北,泽丰苑经典户型 钢混南向两居 中间层 视野开阔,中楼层(共6层),False,True,简装,False,103.61
25,安宁庄,79600,上林溪 ,90,2016,板楼,810,1,2,南 北,小区中间位置 不临街 满两年 南北朝向 户型方正,低楼层(共11层),True,False,简装,True,101.76
33,定慧寺,87156,八里庄北里 ,360,1997,板楼,475,1,2,南 北,八里庄北里，南北通透两居室 业主诚心出售 看房方便,顶层(共6层),False,True,简装,False,54.5
261,颐和园,81063,燕北园 ,360,1995,板楼,595,1,3,南 北,燕北园 精装南北通透三居室 总价低 诚意出售,高楼层(共6层),False,True,精装,True,73.4
172,西三旗,48957,新康园 ,360,2003,塔楼,605,2,3,东 南 北,商品房满五年唯一 正规三居室   满五年唯一商品房,高楼层(共32层),False,True,精装,False,123.58
124,学院路,67478,海丰园 ,360,2001,塔楼,610,1,2,东南,六道口精装两居室 满五年唯一 中高层 视野开阔,中楼层(共24层),False,True,精装,True,90.4
101,清河,74001,清缘东里 ,360,2005,板楼,670,1,2,南 北,清缘东里 南北双通透2居室 高楼层 采光好,高楼层(共9层),False,True,简装,True,90.54
145,清河,51709,清景园 ,360,2006,板楼,516,1,2,西,清景园西向两居室 采光充足 视野开阔,高楼层(共27层),False,True,简装,False,99.79
90,圆明园,91285,芙蓉里 ,360,1986,板塔结合,398,1,1,东,中关村芙蓉里东向一居 有钥匙 看房随时 随时签约,中楼层(共15层),False,True,简装,False,43.6
52,清河,82211,小营东路7号院 ,360,1990,板楼,305,1,1,南,电科院家属楼  满五年唯一南向一居室,中楼层(共4层),False,True,简装,False,37.1
22,牡丹园,96712,邮科社区 ,360,1999,塔楼,750,1,2,西 南,牡丹园邮科精装修西南两居室正规客厅99年钢混电梯直达,中楼层(共18层),True,False,精装,True,77.55
36,五棵松,74462,永金里小区 ,360,2009,塔楼,570,1,2,西 西北,五棵松满五唯一商品房，带电梯，采光好,低楼层(共12层),False,True,精装,False,76.55
25,牡丹园,83648,塔院小区 ,360,1989,板塔结合,688,1,2,南,精装修 全南向 楼层好无遮挡 采光视野好 诚意出售,高楼层(共18层),True,False,精装,False,82.25
30,海淀北部新区,41911,三嘉信苑 ,360,2011,板楼,272,1,2,南 东,精装南向两居  海淀产权  带电梯 中高楼层,高楼层(共10层),False,True,精装,False,64.9
22,公主坟,109375,翠微南里 ,360,1989,板楼,595,1,2,南 北,南北两居室，精装修，看房子方便,低楼层(共6层),True,False,其他,False,54.4
20,清河,63745,清景园 ,360,2006,板楼,634,1,2,南,业主诚心出售，满五年唯一，精装修,中楼层(共22层),False,True,精装,False,99.46
7,万寿路,115098,西翠路12号院 ,360,1989,塔楼,725,1,2,南,双南向两居室   业主诚售  精装修,低楼层(共18层),True,False,精装,False,62.99
35,军博,85629,电信小区 ,360,1988,板楼,429,1,2,南 北,低总价，双朝南，中间层，优质好房,高楼层(共6层),False,True,其他,False,50.1
34,学院路,83962,富润家园 ,360,2000,塔楼,758,1,2,西南,富润家园正规大2居室，满五唯一，靠谱房源,低楼层(共18层),False,True,精装,True,90.28
50,牡丹园,91837,花园北路乙28号院 ,360,1985,板楼,495,1,2,南 北,10号线牡丹园南北正规2居室.满五唯一,高楼层(共6层),False,True,精装,True,53.9
36,清河,70047,莱圳家园 ,360,2006,板楼,478,1,1,西,满五年唯一，次顶层带露台，精装修已改两居，拎包入住,高楼层(共15层),True,False,精装,False,68.24
37,西三旗,69049,建材城东二里 ,360,2000,塔楼,315,1,1,南,海淀产权，满五唯一南向一居室，楼层好，视野好,中楼层(共22层),False,True,简装,False,45.62
11,海淀北部新区,58136,卫生局党校 ,360,1992,板楼,318,1,2,南 北,卫生局家属楼 满五年唯一 南北通透 中间楼层,中楼层(共6层),False,True,简装,False,54.7
25,白石桥,95371,大柳树5号院 ,360,1988,板楼,515,1,2,南 北,大柳树5号院 精装修 全明户型 2居室 低楼层,底层(共6层),True,False,精装,False,54
27,清河,73840,清缘东里 ,360,2003,板楼,630,1,2,南 北,清河，清缘东里，南北两居室，满五年，诚售！,中楼层(共10层),False,True,精装,True,85.32
9,苏州桥,81416,小南庄社区 ,360,1993,板楼,375,1,1,南 北,轻汽集团家属楼，精装一居，看房方便，诚意出售,地下室(共6层),False,True,精装,False,46.06
30,西三旗,59706,建材城东二里 ,360,1998,板楼,398,1,2,北 南,房子是南北通透两居室精装修业主诚心出售满五年,中楼层(共6层),False,True,精装,False,66.66
25,甘家口,81691,阜光里小区 ,360,1997,板楼,580,1,2,南,朝南向两居带客厅，无遮挡采光好，不临街,高楼层(共6层),False,True,其他,True,71
8,紫竹桥,104922,富丽小区 ,360,1999,塔楼,970,2,2,东南,富丽小区 满五年唯一 高层采光好 精装修,高楼层(共18层),False,True,精装,False,92.45
18,紫竹桥,72885,华澳中心 ,360,1997,塔楼,1030,2,3,东南,万科物业  中间楼层 有车位 看房方便 随时签约,低楼层(共22层),False,True,精装,True,141.32
36,西三旗,60172,建材城东一里 ,360,1996,板楼,399,1,2,南 北,精装二居 南北通透 不临街 无遮挡 海淀产权,低楼层(共7层),True,False,精装,False,66.31
7,军博,102504,茂林居 ,360,1986,塔楼,520,1,1,南,茂林居 1室1厅 520万,中楼层(共18层),True,False,精装,False,50.73
13,皂君庙,99662,皂君西里 ,360,1982,板楼,530,1,2,南 北,满五唯一 户型带客厅格局好 随时签约,底层(共6层),False,True,简装,False,53.18
33,清河,92759,橡树湾二期 ,360,2009,板塔结合,830,1,2,西南,橡树湾二期精装主力二居 只有契税 采光好！,低楼层(共11层),True,False,精装,False,89.48
15,学院路,85095,学院路甲39号院 ,360,1988,板楼,588,1,2,南 北,六道口南北通透两居室，带小院，诚心出售看房方便！,底层(共6层),False,True,其他,True,69.1
16,公主坟,122171,翠微西里 ,360,1993,塔楼,680,1,2,东南,武警站岗封闭管理高层电梯房东南向两居车位充足,顶层(共20层),False,True,精装,True,55.66
40,小西天,93658,志强北园 ,360,1996,板楼,635,1,2,南,志强北园 2室1厅 635万,低楼层(共6层),False,True,精装,True,67.8
23,清河,64724,清缘东里 ,360,2003,塔楼,555,1,2,西 北,清河，清缘东里，正规两居室，满五年，诚售！,低楼层(共19层),False,True,精装,True,85.75
15,清河,77135,莱圳家园 ,360,2007,板楼,505,1,1,南,满五唯一一居室，户型方正，全南朝向,高楼层(共18层),False,True,简装,False,65.47
6,牡丹园,93883,丙28号院 ,360,1986,板楼,399,1,1,南,满五年唯一 精装修 南向一居室 有一个户口迁不出去,中楼层(共6层),False,True,简装,True,42.5
14,杨庄,73606,建西苑中里 ,360,2000,板楼,500,1,2,南 北,建西苑中里 二居室 南北向 满五唯一 商品房 中间层,低楼层(共7层),False,True,精装,False,67.93
25,厂洼,114028,厂洼西街6号院 ,360,2005,板塔结合,960,1,2,西南,北京电视台精装两居 满五年 诚心出售,低楼层(共16层),False,True,其他,False,84.19
41,清河,76818,莱圳家园 ,360,2006,板楼,560,1,2,南,满五唯一，户型方正，诚心出售，看房方便,底层(共12层),False,True,精装,True,72.9
22,苏州桥,110620,小南庄社区 ,360,1992,板塔结合,650,1,2,西南,国际电台家属楼，管理好，满五年唯一住房，诚心出售,低楼层(共16层),False,True,精装,False,58.76
186,马甸,76351,北太平庄路2号院 ,360,2001,板塔结合,718,1,2,南 北,10号线牡丹园北太平庄路2号院南北通透两居室,底层(共17层),False,True,简装,True,94.04
79,五棵松,90850,新兴年代 ,360,2009,板塔结合,1239,1,3,南 北,四环边新兴年代满五唯一南北通透优质三居室楼层好,中楼层(共21层),False,True,精装,False,136.38
103,紫竹桥,88746,北洼西里 ,90,1996,塔楼,552,1,2,东南,紫竹桥，1998年楼龄，精装两居，全明户型，带客厅，,中楼层(共18层),True,False,精装,False,62.2
15,西三旗,60799,常秀家园 ,60,1994,板楼,335,1,1,南 北,海淀产权，正规一居室，南北通透,底层(共6层),True,False,精装,False,55.1
9,四季青,93903,农林科学院宿舍 ,60,1992,板楼,539,1,2,南 北,随时可看，南北通透，诚心出售，小区管理好,顶层(共4层),False,True,简装,False,57.4
136,定慧寺,75926,安装宿舍 ,60,1989,塔楼,328,1,1,南,海淀五路居地铁 安装宿舍朝南一居室 有钥匙。,低楼层(共16层),False,True,简装,False,43.2
40,知春路,65468,碧兴园 ,60,2003,塔楼,750,1,2,西北,知春路 大两居 双轨地铁，诚意出售，看房方便,低楼层(共28层),True,False,简装,False,114.56
22,万柳,135835,锋尚国际 ,60,2002,板楼,1600,1,2,南 北,海淀万柳锋尚国际 南北大两居 精装修,顶层(共8层),False,True,精装,False,117.79
20,清河,66161,莱圳家园 ,60,2009,板楼,628,1,2,南 北,莱圳家园二期 两居 满五年唯一 看房随时,低楼层(共18层),False,True,精装,False,94.92
30,北太平庄,102942,黄亭子小区 ,60,1998,塔楼,630,1,2,南,北太平庄黄亭子小区双南两居室。,高楼层(共18层),False,True,精装,True,61.2
53,紫竹桥,92202,昌运宫 ,60,1997,板塔结合,532,1,2,东南 北,满五年钓鱼台单位福利分房，装修好，东南北二居室,低楼层(共13层),False,True,精装,False,57.7
34,五道口,85304,东王庄 ,60,1995,板楼,570,1,2,东 南 北,此房满五年 把东边双卧朝南 南北通透 不临街 采光好,顶层(共6层),False,True,简装,True,66.82
49,小西天,78948,红联北村 ,60,1992,板塔结合,420,1,2,西,红联北村 西向两居 户型方正总价低,低楼层(共14层),True,False,简装,False,53.2
26,六里桥,59733,莲花小区 ,60,1999,板塔结合,669,1,2,东南,西三环 莲花小区 东南两居室 正对小区 有钥匙,低楼层(共28层),True,False,简装,False,112
171,清河,62265,儿童福利院家属楼 ,60,1995,板楼,363,1,2,东 南 西,低总价两居，首付150万起，价格可谈，户型和采光好,顶层(共6层),False,True,简装,False,58.3
19,五道口,114439,华清嘉园 ,60,2001,塔楼,1200,1,2,南,华清嘉园满五年唯一双南向两居室 业主诚意出售,低楼层(共12层),False,True,精装,False,104.86
